framework,pinned_commit,relative_path,bytes,discovered_materialized_python_file,included_ir_v1,inclusion_rule,exclusion_reason
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/models/openai_stt.py,23569,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/models/openai_tts.py,1557,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/pipeline.py,9109,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/pipeline_config.py,3082,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/result.py,18248,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/testing.py,14365,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/utils.py,1726,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,src/agents/voice/workflow.py,4089,YES,NO,EXCLUDED,FRAMEWORK_IMPLEMENTATION_NOT_EXAMPLE
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/_fake_workspace_paths.py,3509,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/conftest.py,4705,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/docs/test_translate_docs.py,3930,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/experiemental/codex/test_codex_exec_thread.py,26888,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/experiemental/codex/test_codex_tool.py,75382,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/experiemental/codex/test_payloads.py,1351,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/experimental/hosted_multi_agent/test_live.py,6755,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/experimental/hosted_multi_agent/test_model.py,38685,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/memory/test_advanced_sqlite_session.py,162227,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/memory/test_async_sqlite_session.py,41333,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/memory/test_dapr_session.py,58213,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/memory/test_encrypt_session.py,20671,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/memory/test_memory_imports.py,4918,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/memory/test_mongodb_session.py,55241,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/memory/test_redis_session.py,112265,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/memory/test_sqlalchemy_session.py,47055,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_blaxel.py,162688,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_blaxel_mounts.py,1810,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_cloudflare.py,76635,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_daytona.py,78107,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_e2b.py,90807,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_modal.py,171473,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_rclone.py,3861,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_runloop.py,123512,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_runloop_capabilities_example.py,11602,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_runloop_mounts.py,7443,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/sandbox/test_vercel.py,160033,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/extensions/test_tool_output_trimmer.py,43720,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/fastapi/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/fastapi/streaming_app.py,784,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/fastapi/test_streaming_context.py,1872,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/fixtures/run_state/generate_corpus.py,21313,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/helpers.py,6020,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/model_compat.py,2584,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/servers/legacy.py,2231,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/servers/paginated.py,3824,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_caching.py,14023,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_client_session_retries.py,29097,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_connect_disconnect.py,2177,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_approval.py,10753,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_auth_params.py,7396,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_imports.py,2188,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_pagination_integration.py,2229,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_resources.py,6539,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_server_manager.py,42994,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_server_manager_cleanup_state.py,1839,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_tracing.py,11049,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_util.py,104450,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_v2_http.py,11807,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_mcp_version_compat.py,946,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_message_handler.py,3550,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_prompt_server.py,11533,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_runner_calls_mcp.py,15552,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_server_errors.py,60488,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_streamable_http_client_factory.py,18242,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_streamable_http_session_id.py,5307,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/mcp/test_tool_filtering.py,9928,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/memory/test_openai_conversations_session.py,32462,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/memory/test_openai_responses_compaction_session.py,69390,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/memory/test_session.py,44963,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/memory/test_session_context_wrapper.py,15992,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/memory/test_session_limit.py,8871,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/memory/test_session_persistence_sanitize.py,5075,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/model_settings/test_serialization.py,13910,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/model_test_helpers.py,2643,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_agent_registration.py,7230,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_anthropic_thinking_blocks.py,26062,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_any_llm_model.py,80144,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_deepseek_reasoning_content.py,12942,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_default_models.py,9377,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_extended_thinking_message_order.py,14803,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_gemini_thought_signatures.py,5033,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_gemini_thought_signatures_stream.py,6375,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_kwargs_functionality.py,15318,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_litellm_chatcompletions_stream.py,38657,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_litellm_content_filter.py,3374,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_litellm_extra_body.py,10570,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_litellm_logging_patch.py,1169,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_litellm_logprobs.py,4481,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_litellm_usage_requests.py,1565,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_litellm_user_agent.py,2672,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_map.py,9929,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_model_payload_iterators.py,5848,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_model_retry.py,113425,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_openai_chatcompletions.py,60524,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_openai_chatcompletions_converter.py,32724,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_openai_chatcompletions_stream.py,161470,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_openai_client_utils.py,1249,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_openai_responses.py,155754,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_openai_responses_converter.py,38536,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_openai_retry_helpers.py,6937,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_reasoning_content.py,26369,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_reasoning_content_replay_hook.py,15391,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_remove_openai_responses_api_incompatible_fields.py,7994,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_responses_websocket_session.py,6324,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/models/test_trace_config.py,1297,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/__init__.py,0,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_agent.py,3684,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_app_server_debug.py,1454,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_audio_formats_unit.py,6405,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_conversion_helpers.py,14288,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_ga_session_update_normalization.py,1031,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_item_parsing.py,3299,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_model_events.py,2497,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_openai_realtime.py,152959,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_openai_realtime_conversions.py,10331,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_openai_realtime_sip_model.py,1590,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_playback_tracker.py,13525,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_playback_tracker_manual_unit.py,782,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_realtime_handoffs.py,11666,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_realtime_model_settings.py,15659,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_runner.py,8399,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_session.py,238341,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_session_exceptions.py,8663,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,tests/realtime/test_session_payload_and_formats.py,4498,YES,NO,EXCLUDED,FRAMEWORK_TEST_NOT_SELECTED_EXAMPLE_CORPUS
